otu	Domain	Phylum	Class	Order	Family	Genus	Species
87fd2e6eb29bd7b9e066fd1779861f9e	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
a1426f0fea4e689c3f98a65298f028ca	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
abc55167057d604c7c421ba4f8ab1fdb							
ac2812f40d2b0195425d54ce1097e054							
aeb81d2b9fc1fcf7877e36b92998d3c3							
b519aab51b0e22c7399db54c5943a0ed	Fungi	Ascomycota	GS37				
b53a765e34fe820cb0fc43b32dd2cdc8	Metazoa	Nematoda					
b54d1f0a2dba5a852a25ea348edf77ff	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
c44e600c01aa5b98eb8e1c235669ae14							
c6c0c1da1e31edb5c54772340feff04e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
c9dc665e9868079367ccc629f2c97f7f	Fungi						
e4791cdd96be91e2e7e676df578fef17	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
f2aa53ce91c78961da5ad002bbcb9769	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
f715ff73fc1c788547b272228fb341f8							
fc65c778788377e863dc5f7fad65a767	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium spinosum
2d2ad456fc4ce0538040d1a6259422ea							
3db98d0f01c5a00ff69e7697eb5e741e	Fungi	Ascomycota					
430cd0b31dd46c6fd6b4a2d6724fc4a0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	
68ec0d988352f730885837dea3b6de31	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
74b50d2c2ccdad4c6943c42ea6949bbd							
868a9342a45679702b281f292e939700	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Aquilomyces	Aquilomyces patris
9061ff2751b1b6696a646c70cf4e142a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Lambertella	Lambertella tubulosa
973ace49c3da8f1cb8f2ab4c8185cf19							
98837bcad76dec8914a5b13c2b7f5c7a	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
a11c99a987cbcf29c3d8f1cc43e2c187	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
a1d4c17131bcd6c2f0d2bf35fc604612	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
adc03ebefad1a7ed5ebdd281005a20a3							
b0259cb07082901c79a1aee65f3df536	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
b35a3acc9361adc2320ad3559e10ca40	Fungi	Ascomycota	Dothideomycetes				
c1c0ceeffdd7bbee38bea80ba247657c	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
c3f68755879dedc487d5f2e9b17993a4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	
d10de9028c2a8aae74a1f145c41a09bb	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus balaustiformis
e6ef8c4fc642c47891666fefa9819e4a	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Gremmenia	Gremmenia infestans
f41929cc93d35603d3a53e7d6f90d51f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
00816cf63c29d5f2ceff71130c543b6c							
11db9aece45afeb264c3b5a8d5cfaa00	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
2243aa445ddcb175ca18fbe8c0f97791	Fungi	Ascomycota	Sordariomycetes				
318cabd4eec6d705fb1ef2962e1d435c							
347bfe321bb150e2327ffe2ccf49344b							
35f01525e28adb747a7525dc8f2d7def	Fungi	Ascomycota	Orbiliomycetes	Orbiliales			
4091f9232253f2b2a134915690cc39ce	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
63d2c25e47405c316618c849351ec729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium dichromosporum
68e2e1acd5352de9805b663786a3f2eb	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	
7aec9e17b3316b25f46b74d1c1e1b6b0							
91ee463bf46cac3ea5aa9b75f0db62e4	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
adba0da836c4dbaba0fb7b8f79b2c2e7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
b1ab83d5055d4bdc57bb9f7d216bc2f1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
b3245ab2d05f931cebc0c8801b289892	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
b52d1e83d75b63b7aee493a70dbbd715	Fungi	Ascomycota					
b6f48d94f5ad283a8a24a10af5c00504	Metazoa	Arthropoda	Collembola	Collembola ord Incertae sedis			
c05ca45cf8b4c8bde35dff447b5d8ae8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	
dab3bf1f90bf01a0f557eca7c5aac4aa	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium nodositatum
e00e4b25b00f74b254b217bb89c05eff	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
e3b2ba4bc99806eeec09a436070f7c7a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella turficola
e490b1605c2edd8baa6db6e67a8580c3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas	
e5863b4e9fa1c013799a81d3977d0877	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
f0af00428e8248e3ad137998f792f624	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	
0c16f651e4a0b9356b6d29cf6f38dd87	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber wenchuanense
319b4fa1838924a96c16dedcdc757d02	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hydropus	Hydropus trichoderma
36256e53dec44dccb01f310aca96e5c9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis		
4c3c7618057dda9fee94474c3f9d2c09	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium albo-atrum
65aa513cb1e85b047088a13b1534d2f5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena pura
7dbe8365557bc60720ee03ec4c8babef							
831f15782d608eda9e3748da9d825b9e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
84711dbd2d39625a36feb67c42c95fde	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	
8c3a0533187ac81be02c03870f23ec86							
9f87322ddc866a46bdc9d9e82670f512	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius urbicus
b539b26aa22f45cde7b2e99f50f4a0c6	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
b55707caf7e76d91ae5e3ddfeab9d464	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
bbc128ca5d90e7796921ae74f21b41d3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella simplex
c26c917c9097dc21c6af117344066f37							
c2bb41d89153a97a6844a6c38123116d	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
d1483eac8f0ad9f77224aba1b9b3d0b0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
d607b485461772f3d07e46e7ba43d9af	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gyromitra	
ea7077d40fd0379758dc35efc83a795e	Metazoa	Arthropoda	Collembola	Collembola ord Incertae sedis	Isotomidae	Parisotoma	Parisotoma notabilis
eeadc7805b117d836111e4855fc8607e	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
f3204db728a8f6633aea4c6f2f65814b	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
04c332f38d999e7a6d4d9e181c2dec8b	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium crassirhachis
10491d0dbbbc69d68e40dc43099cf8f6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
127697a33343e17d93d1be05a6705e71	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lasiobolidium	Lasiobolidium spirale
4667f59635f7b0d33ab77c3489407c8e	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
4a6900e80391e1971f75d4c8af3a67f4	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia fristingensis
5077bf2386b730a5c9d83af8959be119	Fungi	Ascomycota	Sordariomycetes	Boliniales			
5545bd5ecac4c5bcf8d007423e08ef4d	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
5cacbc6e61a3863c22a5076f69392f6f	Fungi	Ascomycota	Leotiomycetes	Helotiales			
6a4d59d29f3974660e6d236b3b091485	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Phragmocamarosporium	
6e973794fa991f7ef62ae855b69a5c7f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	
706b1d801c24a3c8f7849dda481cf197	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
8087cc3a0125ef48d57f3ae62f27f774	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius tenebricus
8793524973ddc71a82f598889d7dba0d							
b2a7e30854a366c652f382f937b703ac	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma fimeti
b71f6880a594efc6a63aaa4ff45e5286	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius vernus
bb9ad2bbbed4a76ea340cbc203c317eb	Fungi	Ascomycota	Lecanoromycetes	Candelariales	Candelariaceae	Candelariella	Candelariella antennaria
c6940ebc5a3ba78369841889bc24c194	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus scyphoides
cc50878b485ea8a9cdf822a4737bfd08	Alveolata	Ciliophora					
e4dac3b56ab423e153752cf31d22cc60	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
e5de766083d2557941bfe22729aea68d	Fungi	Ascomycota	Geoglossomycetes	Geoglossales			
ed9902dba534a0054a164fd08fd12882	Fungi	Ascomycota	Dothideomycetes				
fb05cea20ab175be7bfc3d3840371edb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
058ab7e2da983bee829fc661a3f21f11	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
121856559a4e4bd519d34b23ec778caf	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Fusariella	
2ceaf1966a0e5b80c17fb73c31b87d5f	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
2e302b173e0a6ba244faad211dfe884a	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	
35c252a3b7a89096323aa9bfda990e65							
4093c09d08653b0a4011fa3e13719abd	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
508500d92a9df64f96fa457938555a7a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
51434e036bc4582a2db804d01097b8b7	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
570a90f0f8c059f1fad5c7178d8cbd54							
67421c6bb817ab6f0a5c47188440d10b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
6e83d79f17843a097ca1318d40424bec	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
6eb27244fdde2cf78b7d3331734d6813	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	
6eb6a281f0b35dda639c0d891b32cf4b							
71f8c8d865d7d0a0b2f129aa7daa2e05	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Extremus	Extremus adstrictus
aea2597d1cdc7fccb0a0ae6dab0de85c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae		
b20697a4b8d1b5f370f35b68a0d558a3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Acremonium	Acremonium thermophilum
c7facc43ea5e09498986bbf342cf24c9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum pygmaeum
cbcde52760e2d22a7b30d37dbbc094cc	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales fam Incertae sedis	Candida	Candida saitoana
dc78f8ba84af2c0a8bdddb5b038a7f6d							
e01fafa1dc8850645f78b44729c6df27	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum fuscogleba
f08f58c4b085a093304509ba310453e9							
f804857a25e0728d1c6c862d51163f88	Viridiplantae	Anthophyta	Eudicotyledonae	Rosales	Rosaceae	Amelanchier	Amelanchier pallida
f992004cf73cfa5cac24bd9d90932f99	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Xenopolyscytalum	
080a42ee8a579dd1a09845783ab1ffa3							
0d2e9dfd4268cbff10969a296f21881b	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales			
108923654601a3363ecd9a45c2f42063	Fungi	Ascomycota					
1df7cf425c637a3007aa315c45ef3063	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium crassirhachis
25d065b923e9ae19f19013980b10292e	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula fusispora
2cecd9e7e56e85746343cd9dd46ed32b	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
306a2cbd5726157362e61c6e83047f3a	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Melanohalea	Melanohalea elegantula
39155f1cbdf8ef31d292b340ab0339bd	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cristinia	
4d2f0a3be03acc99e5cf68807f6027d1	Metazoa	Nematoda	Chromadorea				
4d84a597b0b90ac3e52186ca22626d6b							
662c8e025d842d30bcb005d35b862308	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
67565017004dd1f20ee6848450c48fa2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	
6b37cccfecc57c2942a9deb1bb72ecc5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe agglutinata
74906f777185c28b09ee8c05f89862ea	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales			
79123dcb81e1e501ce60dfc12831bd3e							
819817f7c77be55696b962239981bd48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
83cdea94cf56ed9fc0111d6537bd895d	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothidea	Dothidea sambuci
9a93b9037d889ae4e940a62feee20f1a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
a17d6464557cc163e63e9940ed5af3f0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Chalara	Chalara clidemiae
ab78a0840e6ff8c047e359ec28636499	Fungi	Ascomycota	Pezizomycotina cls Incertae sedis	Pezizomycotina ord Incertae sedis	Pezizomycotina fam Incertae sedis	Ciliophora	
bb34725eaaaa633b8c635ea30f7629ca	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
bcebbbf4869781268acb7a328020e9a0	Rhizaria	Cercozoa					
bd00c5ce988d6b4a3cabcb390c884f6c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium marchalianum
d7689788d3e652ad5209b0cc688f2394	Rhizaria	Cercozoa					
fd36e1efe75fa4b54be0d40281af5a3e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	
fee86b82f3cd6b5ecc6fcf9932d8f604							
0383f1cbba39862e419f4128aec15719	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Gamsia	Gamsia simplex
0a72dbfa36ab661ed13cea382f474dd2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
12f81cd52fc6a663b34dcdbd54f39d3b							
22f5659c6945fbe3d0abb9cb278a6559	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales fam Incertae sedis	Sistotrema	Sistotrema autumnale
3ba968637d94313afdf451257a9a7d25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
3bb5cbf3c4c14e31ff5f681b4ea96dee	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
417fd1bccd3592b2ad0b034df1d901f5							
4edc4c2d9c19f59f906eaf7bb94cd2b8	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae		
57505e61513bb0fea34e3091c456672a							
5db6eae1eb04da5d4d7c765697412362							
67ba4cae6dd3d6f1f0c94a1f773ae38c	Metazoa	Nematoda					
67ee912cf8af3ccdee63a6d6a8038b4b							
6e32dfeb067bdc1535f09d960b8f6a2f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe lanatodisca
70490861a4e58fef2dfc727fa3da0db7	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
70bd29cc3d401e36422ffbc560abbc86	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces penicillatus
749da8322551ebf2c8b7320f82073c8b	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	
80eefc0a4aa7f50fbfd46f4e7ed66f2a							
949b6e54187d9ebc38c7f04a3de5333b	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	
9c372195a26ba49a2a5bfe6f4c8e4ead	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
9c8dff0d675a1a4672af8ba44ef597fb	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	
a1bcf5455c611e26ff58966298516cec	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
a51fd88e1269e2177938bbba6bfa4210							
a7592f551635ee1e0c77b01f6510d484	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
b56ba1481794ceb9f511d0c0d2d94adb	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala crusticola
d3d24719af931ee562c907e731bbf8d5	Alveolata	Ciliophora	Litostomatea				
fb72dd5a310f4423bac68d4dc34a54cd	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
0695fd1a1ad72c7d2e1529bdc83d8572							
0e0f3fcb2495bff31314079ac92f5d6d	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
111581456c4ab616170211d708fdc186	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
1260ae7bdae82f83f431a000d651d1b2	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae		
1736962dfc9d11b6adfe03b6142e6464	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
1a7ad589f28ae62ee1795327638990f5	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lasiobolidium	Lasiobolidium spirale
216616072da750398c4f8579352318ec	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	
266d27fc687023de50061d56ec51341d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	
2adfd06e4c8ac89f0bc62ffc23f8f32f	Fungi	Basidiomycota	Agaricomycetes				
2f8d2f689d3425ce4ad15879a126ad41	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
3515b9ea0bf14bd9a3a65aeabc9a9354	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
41013dba9627e529cd8076161961f70d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	
4607967c9a25584b241237af4862b979	Fungi	Ascomycota	Leotiomycetes	Helotiales			
487fa31a9dc3800f894e450914c4dce5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	Herpotrichia australis
4e0e1864266452265708ad14503d3dc5	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae		
550ffff0d14234cc207eb2a24d71eb5e	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales fam Incertae sedis	Oliveonia	
66c79775f68a0b93bb4ea55bd28eb1f7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
80c96ee78527bba81d472bc13bf467e4	Fungi	Ascomycota	Leotiomycetes	Helotiales			
8392ed0b2553b42a2b3ec334b6816048	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
8b565fde6b14fe3c1eddd1f89b44c0a2							
9aad3d048bced9c1f2edc02171a5ef4a							
9d7271c40e0d5f769e47e55dcdceb6d8	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	
a4a8ff30d255341654394cf8a7bc46c0	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	
bf0e6930c1d391b0744ffebc3ba29ad7							
c5fd5fd18b7dcd9c7135887e87a46ae3	Fungi	Ascomycota					
cb1628aa427ce134b22a65d74e0d8361	Metazoa						
f09b6a50ac553e1daa4377524a43cb84	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus compressum
f698c480e191b1a6f55c6cc2d8f5e43e							
fa80aa03cd5a2305036c9da191c7b1cd	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
fc178158b71ea3ad5f63a2e0c9a05617	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
00fa81c40741e78ba734d4096968b4cf	Alveolata	Ciliophora	Litostomatea				
026eca1b466a966f601a7bfa2b2d5811	Fungi	Ascomycota	Orbiliomycetes	Orbiliales			
08001ddec41e0e072b6d53cbf46dc50e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	
0bc4fd7b782efc919b2f9e1a4dbbc9ba	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
0eec5c85c4726980a5e39ede8c998f4a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Poculum	
138c0751c1a8d28aa3f3008c6d79194f	Fungi	Rozellomycota	Rozellomycotina cls Incertae sedis	GS11			
16ccab412ddb9139400f895e801e8545	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria fuckelii
1e5af171eaf4c2699d0f07b8d4c0b0e9	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	
30146cd74631ef608d8946d96f09733b	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
31745c8209c92ceacdf1cd80e4a33d85	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
38efabb7d79a8d9cc0b03c72340d0b82	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum floriforme
3ba8306d6b37b4565452b77e1d3f5414	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Amandinea	Amandinea decedens
3f0d148d805738a0cb464e6d4d01de22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
552133ddd5227100dc394164c6c54ea6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena speirea
5d3e9d65d3e5ae68f9431fc26747a69d	Fungi	Ascomycota					
60b4b090ee8d4669a05468c7dc74ec57							
7400b557ba41dcb41e54f3fee8695045	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales			
7ca2914d7465143d72a9b7acad344934	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
8ccf3a1725f63092650f00ed8c95b80e							
93a0daa7f5017f44764667bd2cb1fbdd							
9a28f0db2b9e05892743fcfc64769f5b							
ae31f163ffbc4e322bdd13edc48e6191	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleomonodictydaceae	Pleomonodictys	Pleomonodictys descalsii
d305be14d680743835aff3e4324ab23e	Fungi	Ascomycota					
dedc94fecdbca0600b39324b589359e7	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
e19ca8a2b58f311913166af7b9cbd3a5	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
fe0416d38d22b2449fdbe143468e2f2d	Fungi						
058104f22d85808dc8439c583b9d8c54	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
0cd5b552f2ed1e1c77f14be083a61f6a	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
1385557e3e75b9a3dd88f543f4fb6b43							
1d7b750b9e9126da94921da3b99b2f96	Fungi	Ascomycota					
241b3478e5d821609ea429e3e22932f0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Paulisebacina	Paulisebacina allantoidea
25f72db4c1b5c6b431d93f50f021d52d							
294e6f10201002be73c473f83e578fcf							
323a538c6456c31b7f7c49f791eccfe6	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicoma	Helicoma fumosum
327450e7e93261ca3ae294d569cfa656	Metazoa	Nematoda					
41bda915aab3cfa1c57c8265c8ccaf11							
447b55d8f0410fa8b20df42ab7dee85b							
48ddcb477cde2468f53aef894450159a	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
51f9d398d32f30c4f0a9bf415e14f4da	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum
52b2ba296c317b7a8acf7b9b5bd4f77c	Fungi	Ascomycota					
56ea58c2481abe5fe88486dfd0e9c4b0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
58f44019ebb9fe31ad0125e1fe8a6e7e							
5c1efb9c91aa11c17951b8f504359232	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina incrustans
60210082b4bafdb747953ba1e2449470	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
66e42be432c0a4d11ffc7f790952c8d7	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
70d82644d485df61694927c80ab40d3d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis		
