otu	Domain	Phylum	Class	Order	Family	Genus	Species
4a77a292868c3bc773b60b6cf485fe39	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Brunneofusispora	Brunneofusispora sinensis
a65fe02bd466e7627d9a64106f981e05	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia fibulata
71cc8f4c6fc9315e2e88d4ab90cc0529	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae		
45ced4b240fc3da2842e03fcb5ff1412	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
49d934d72a47a94c796077b03499a396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster rubyensis
f93abfd75c3b1a521188d2764963774a							
81a2302c60f125cd9c36c1f36d468cef	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	
bdb3e161b9bdbf7821d78ee676ab79a1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria anthuriicola
9c9d5d496b1b612f38e6ffbc69861ee9	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
dfed8111f4b13e41bdb1c371c0a1e56e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
a51c23ecfa7b5e8340ee0c5c337bcbce							
7c3699bfc7c71d27fb5b60806f68bede	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora atrovirens
7a9f13928ba8ea85895526298f075385	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Urnula	Urnula hiemalis
0351bd000c88c473830a9f9ecb742e14	Fungi	Ascomycota	Sordariomycetes	Sordariales			
4b247da31884fef6a0524f39b23358a5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
54f80a6c9d6a17ccfece2d809033f310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe fuscidula
216751197a787fd12d1f1c1a1604405c	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae		
3052d069276a17a1dcbaac7e2da043aa	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Varicosporium	
d69da1c2efa4746e4285bded322cc79d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe geophylla
b84d6f9f10d59c7eac755c86ac44b80f	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	
1bee30d5a72c29403bad3ad42cbe8a88	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	
b6fd373e049d71886edbafd544e41cbb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	
990f35758f891737b29c12bbda4d00b1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
47612e1e8f0a4280541cb23f2ba219d5	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina coralloides
4ced9f5dd4854a4d1df19b6be8766548							
9d7225a68358206ac5bf93211ec660cf	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster intermedius
5bc4d60578027c0c6bef95c1287d943a	Fungi	Ascomycota	Dothideomycetes	Hysteriales			
8ef12b0c5ee78b751608db0a13848012	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	Dictyosporium toruloides
aa574ce68cdee7135e24773c5e46b40a	Fungi	Ascomycota	Leotiomycetes	Helotiales			
53c375fb562f2baccd63312216a344a7	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum cookeanum
77bf0508982336e8774cc15de53fb4b3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena rebaudengoi
3260d403a8bb679cfc70d54f7edf72a7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
05b6999aada56c25888a8bf317541671	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
4abe72da1fd4b38e517844177efc4217	Fungi	Ascomycota					
6e6b50a2d91a1bd5422b899d8e65604a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora pseudovitensis
b6de3468aa784311a2f53811344563ac	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
22589428fe6cff483aa8dd94cf68c04c							
021a94675426bc9521d5933391782099	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Cirrenalia	
f3ac3133154a17ce5f56c7e70cd213ca	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Microscypha	
8ee1c5390eebdb022297000fbf3ca34e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	
3de3add6f1f37dc457f6ab205be3e9a5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales fam Incertae sedis	Trichothecium	Trichothecium crotocinigenum
e7fce41de94b0540c0858e80551d1c10	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	Minimelanolocus obscurus
d1e7c9c973884f7a2063878051359a3d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Elasticomyces	Elasticomyces elasticus
8443395d38345bb1d201412667568607	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	
3013ec8b5ec1bd35dd77ce24dba2b47c	Fungi	Ascomycota	Dothideomycetes				
fcd727a5322332d875ef716caf4b6232	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Cirrenalia	
fe79865e8e1535a8b38d899d5c2a9bfd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
c3e77a652b050489f947758aa65313e6	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
030b112b3ba46cd6ac9415c9eec2cc1d	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium jamesonlandense
de25ebf39b4432048cae25d19ee6e926	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
f6365fd4a106e15c9a88685ee3ed04a3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster griseus
90f885a4d603d3ec25020fca3c81f47c	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius controversus
32819778fe9b46fb9a4e322a9eaaca4f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
3b69566a20b2a0a23f8255b3c9ccb1c5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
2ef0171d2211acfc52b4199ec3064c5b	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomelloides	
b078124e9a713ca30560336d29bc1fe6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius subexitiosus
6deb142a6ff0dda8528632f273c8a907	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella	Anthostomella leucospermi
95bab405d33f85474d60deaf4d432b74	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena mirata
a69241816edbf567912108aaeee19680	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius parvannulatus
4d3b32b9896487025f4e9b6a544fa71d	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
051d639ab802c0c152d45887a71fa643	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
7de7ae6c2cc0f17de31d9dba9019487e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Juncaceicola	
c0c9ef82289ed19148a710b557326406	Fungi	Ascomycota	Leotiomycetes	Helotiales			
829a7c16a1edbbc724d01f0c59add7c3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium primulinum
8b405410479fde4ecc20f2006f5cde18	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
34cb8a9c0fc746fdcd315e4c34487852	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius tenebricus
5547df2d42f8487ad2bb0db50e551b6b							
8b38c23fe0fa63a382cb182c8634cc2f	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
fa9ca678af8fbcfb97c383be3c0aae63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
88a706f47ca1769c4f7673e93f2510a0	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
2a94954312ca68ff1575e21e978a3a70	Fungi	Basidiomycota	Agaricomycetes				
b354f2629c20977ce9c13c43bd8b5ed7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hebelomataceae		
b7bf0c998a51cef223e641149ef88207	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster megasporus
63401c412e67d5dde226dabef71918d9	Fungi	Basidiomycota	Agaricostilbomycetes				
12930dbdae6b0ea07aea7f21da0a3eb0	Fungi	Basidiomycota	Agaricostilbomycetes				
f6ebbafbd2e767c2e89c3ee3eedd2da3	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella badia
2a5d517b7025e46070c6393f066b627e	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella alpina
4829fb225b7a769500d8f39f563d28c3							
e6e5a1937e494f566d4916e34e109eea	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	Hemimycena pseudolactea
04b4eecac118d943848e371568327e65	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia suchlasporia
8424e318632903490e41463b9567fa04	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	Deconica xeroderma
fd1d07b918365205a1b51ebfbab0e169	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Calyptella	Calyptella capula
f76a0ee48674e860efaa241c039a74f3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius ferrugineovelatus
8082c9935b88585ffecd6fb73decbe76	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria felina
e7dc57f99c96419c3962dfa275f0945b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
ed32c97f0825d61376cfda2839287a4d							
5ebcefa907830e3f512c2d0822087b03							
c9058b0d0d2b469b1db7cbb2bf740d34	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron maius
744c0210ce9e5e53444930b7c2f7d52d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
28c197318c107e13c470ac5eaf3be791	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida			
5382809cd1770322d5b9f2bad89e9ffc	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	
a013c676691fda3b5ec601db832d7ac2	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
fb4d3dfa21540e2e2f7f6d19de1f131b	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
3a3bbd046ceeda0609d2b218d4c0bf8e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
30dcfe2b3f3aefdc1217679f32275cdf	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	
b86fef94ffcdabd13898a01cb63a7150	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium spinulosum
8e3d46fcd16c23fc3370bc37e69f450e	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula versicolor
846b99f9264e5febca912b160ba78852	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
046ee6c951b3b9e3b41bfcdfbd4f0416	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
bc10b3e594a3552b53b7f8e5a5b80f62	Fungi	Ascomycota					
5c443da0b045352f48a879423810dc3f	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales fam Incertae sedis	Ramophialophora	
07647d40df119b4ec98a488c5df7b6cc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium psalliotae
c30dbec19699f80d015a44dbc0cb1525							
80f39f154c0fa6dd4bf5264e25977967	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe rimosa
a45e3972aaceee9f2d9fbabb0231cdcf	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales fam Incertae sedis	Sakaguchia	
28c039c725f2c34d2f562e41697de07f	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	
89183aa85ecf8154c8d184eb1e9b76b5	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella subtestacea
d4ba5a3854cae7d0fb8eb7eff1243baa	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismatales fam Incertae sedis	Karstenia	Karstenia rhopaloides
eb4205ca31d546cda759ab3e36d81f60	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Poculum	
742ac154a6736d2698134263519cd14a	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
66989155194eca36a1dd2ed797031b18	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
d979346526f7ecfa1802fb56741d3626	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
bbb3980aa1b82a1c2c35480a82c9e8a9	Fungi	Ascomycota	Leotiomycetes	Helotiales			
7966d7f426fb37572b20628560887762	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
75fd3a9455534dce31686bfc27c15a69	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe lanatopurpurea
8f2131a8008bd563f024f143618659e5	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
2af2835fcbfbcc00924e540072a39644	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hydropus	Hydropus trichoderma
1bddd7b7848a6f6cd8253b1a6ef295b1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae		
77697832fe2ebfbfb13027211595741a	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
7daf2e70e21fcf0aa485609130c4d6f9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma chrysanthemicola
4c7225c14bd61d418c5afc7b84f4807b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	Flagelloscypha minutissima
dcdf01b4cadcc6090ee2b36426bcd1a6	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium sporophleum
09b4ba22234405ea406af7bc73a5ce1a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima
519c91429c4d7e26a7c0db155c00cdba	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium opacum
f92e4bf9e3e6be28b6fb0e1981c0378e	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales fam Incertae sedis	Seychellomyces	Seychellomyces hexagonus
f10173a260933eb35ad324d0f70fde19	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	
7b94d2a23116103f26a62d73e6788891							
a82e8ce5e0f78e91a32bc6ba5b26fcbe	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
a9b6d37047b328b84b3c1cb667f304a0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia cordycepisociata
a47a9c76c90043eb51fd64ee7d5f9e3b	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	
a6726610df79cc866d11313bb7e65df1	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys psychrophila
e1aaf11b7ef7ef2ab0846b11513da332	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
9913c5f1d7af935e92c1e39da79e1cda	Fungi						
98ca09733eb3565bf909cb46e8b69e58	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis	Leohumicola	
d9a90faefb7dc8c9bcfffaca931c7c45	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
9b545e899201d68f9c5f144c7c8f644b							
b81f088c6b4ba45965cbc870c4ed72fe	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	
aab0ce901e91a05b0a2fca98b72ad4cf	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
a676892a29b17de24e32eb4ecb723381	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
17df2cf7063c521cf2a977344803fbc6	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
1ac17fed3a9e6388e91562f49fabbbd4	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
d390a44630bf35a698a9119bb45fdd26	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Coniozyma	Coniozyma leucospermi
1994172fff902c49eeb5d9d9d1dd951b	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
a9e130e83cfefc180339493765e21f10	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora	Gymnostellatospora japonica
94808f0cc0fdef4eaa88614de00b6683							
49248342a1756de515bd362146e5106a	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus balaustiformis
29a8dbf33dd842382f811771519c2e71	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
edcc5acaf4dcd0d2bbf8c9fb0ea983c6	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	
325b05a1ded976bc66d40b7f27f2440f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe erebia
dcd65104482d9df45630f363d1c91af5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
ae9c213eff352225881cf0e8b3099597	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	
ac9a7f774e5393a544e406ed49940c36	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Xeromphalina	Xeromphalina cauticinalis
936832cf3cd74863b6a384ceac54d9f3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe geophylla
6f5bbaaa5f9f2f17005bf1fad82aacf0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
126fd632d74e2274cd4d2a1c6d4b9143	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
b2ff73d3c317840163961484d289abcb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	
4d1b25fea1284e2d135879812adf54de	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete sanguineocarnosa
f29376da35502b4aba56d5b6981f3392	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	
e53c660750ba40047c77f01657494e79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
5ee790f6e87414c337e507e28b01b266	Fungi	Ascomycota					
5186b2a7813c0c48647e671715711fa6	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ffeed49394a5c3bd8accf8a79cb076b9	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
db1a5451eeb10aa699c8d3c688cd4499	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon sambuci
5fe10227bef198c36a2a241ebacdfd6f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Subplenodomus	Subplenodomus violicola
3e925186fca103a28cdbc5bcd0a33a58							
9581dc589cac99a138c4a61b07f52ecb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha finlandica
e301182a12140c2af1821fad10907d85	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella pallidocastanea
8642e440def3cfe491afcc1c7eb62255	Fungi	Ascomycota	Sordariomycetes	Sordariales			
275216ef915b1b8e928cfa0db6bd4b47	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella albidolutea
9528c42df47f81bf713e9e632ff38800	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella	Mycenella trachyspora
e4e13aebbde063fd1f48e28222bb8295	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
3c02c87dbcc033cb0145bf23a29aa5be	Fungi	Ascomycota	Eurotiomycetes	Sclerococcales			
d97927577054486f77a513070c060b06	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
cc0121f78015c7a66af3df38c4ff7753	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales			
bd7fe672c790289a3cf8da0585eca1c3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
29b538c240b1ecdf563f08709cf81233	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
91677ead42c98939d0047c075cdf0006	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
c8ec4bf400b8f544ef741b447f641bfe							
9b2221acf936dde077ff4ec1206921c5	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	
ab9649044278aa184d529ead41665694	Fungi	Ascomycota	Leotiomycetes	Helotiales			
77d0db98fdbb758624ba0ff0a9aaf216	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius pauperculus
1c7df597229741ea1cbd38f28fe79178							
a29846d9af246d428f35385f73bb2354	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
c11bc73deeeb876a2fbcd4252824fd4e	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
338ca96de36c41a7c19521be7069e612	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
20ab1ffe7ba38397501859aaca381a48	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	Apiosordaria microcarpa
2b33a89d08014cb6bd42047246b663fe							
aeaa82fd34273bbc10e83e66077d4ccd	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	
51e42c30eb87dbd0a7ffc63d5fd833e8	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	
ff5b79836412f5840dcf9b5a5bea72d5	Fungi	Ascomycota					
92b49737f1868dd5888dae88d67133a3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe fuscescentipes
12f34f9b002bf7e55cc7657f52debff0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
0827db3671f00200179b2aef0af5d14f	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella sciastra
023f08498aaa32b1fa7a578b40bee275	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	
67914408bd88f899fb06ee9491c1582a	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella coerulea
d29d95de32a6f5acd5e664fc7acf50b3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales fam Incertae sedis		
5dd88b86e57e01c94a8324ff756f6998	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
32b791e2f8af62f7e65eea39e5a7c47c	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
04bcd42983cee4c22bc6d069e417f83b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Aquilomyces	Aquilomyces patris
8774ff7f48cc6693222306b11bb9130f	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales fam Incertae sedis	Papulaspora	Papulaspora funabasensis
d25b0cde0dabd8b9c03b9e04f1c10477	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces infraolivaceus
1ffbaa0ef19184cac68fd052b4183c77	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron griseum
bede3f5a6eba266e8e4f6464ae478f11	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
fbc0a4c88ab182f484b4ca3647446831	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria subcucurbitae
85c435ea3143b3b2205a51f695883b3d							
861c095c0838454804886ad60122031f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum pygmaeum
0fc9beba38f1b6360618c9c3e72e7af0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala opportunistica
66691c576449bf8e4eab195430f7044e	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
ae235b7dd78aafb464f41c0fb2f0f76c	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella coerulea
b30fc4fd895744a855902544d675b444	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia pullulans
5f6f28e989527327aa733f1875e60a38	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	
c32f215973cdc65338fd8074c8efec22	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Neoanthostomella	
688af2f31bd1373c76667960cfea664c							
84cee694b0202633efd5f67acb09980a	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Oleoguttula	Oleoguttula mirabilis
8ae703b8743a518f19bc667c5e53d275							
